pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
ASIA	CENAM	dirofilaria_immitis_chrX	6200001	6300000	0.0741842107342564	94
AUS	CENAM	dirofilaria_immitis_chrX	6300001	6400000	0.162725751193893	83
CENAM	USA	dirofilaria_immitis_chrX	6300001	6400000	0.2887799782530161	83
ASIA	USA	dirofilaria_immitis_chrX	6300001	6400000	0.4525082791914989	83
AUS	ASIA	dirofilaria_immitis_chrX	6300001	6400000	0.0751669706466505	83
AUS	EUR	dirofilaria_immitis_chrX	6300001	6400000	0.2141773131451059	83
AUS	USA	dirofilaria_immitis_chrX	6300001	6400000	0.3475338260907247	83
EUR	ASIA	dirofilaria_immitis_chrX	6300001	6400000	0.5876737054919485	83
ASIA	CENAM	dirofilaria_immitis_chrX	6300001	6400000	0.3731310790952984	83
EUR	USA	dirofilaria_immitis_chrX	6300001	6400000	0.4166451499466726	83
EUR	CENAM	dirofilaria_immitis_chrX	6300001	6400000	0.2008991423281024	83
EUR	CENAM	dirofilaria_immitis_chrX	6400001	6500000	0.2925589138445404	61
AUS	EUR	dirofilaria_immitis_chrX	6400001	6500000	0.430994524354726	61
CENAM	USA	dirofilaria_immitis_chrX	6400001	6500000	0.2841024362002342	61
ASIA	USA	dirofilaria_immitis_chrX	6400001	6500000	0.411546089744965	61
ASIA	CENAM	dirofilaria_immitis_chrX	6400001	6500000	0.639411397531208	61
EUR	USA	dirofilaria_immitis_chrX	6400001	6500000	0.4285245897480826	61
EUR	ASIA	dirofilaria_immitis_chrX	6400001	6500000	0.8682877399326331	61
AUS	USA	dirofilaria_immitis_chrX	6400001	6500000	0.278264693618524	61
AUS	ASIA	dirofilaria_immitis_chrX	6400001	6500000	0.0854483314792454	61
AUS	CENAM	dirofilaria_immitis_chrX	6400001	6500000	0.3236229669887401	61
AUS	ASIA	dirofilaria_immitis_chrX	6500001	6600000	0.1113113581757508	58
AUS	EUR	dirofilaria_immitis_chrX	6500001	6600000	0.5289849947867095	58
CENAM	USA	dirofilaria_immitis_chrX	6500001	6600000	0.35649556829072	58
ASIA	USA	dirofilaria_immitis_chrX	6500001	6600000	0.390914612400023	58
EUR	CENAM	dirofilaria_immitis_chrX	6500001	6600000	0.1456414562252537	58
EUR	ASIA	dirofilaria_immitis_chrX	6500001	6600000	0.8824794613419177	58
ASIA	CENAM	dirofilaria_immitis_chrX	6500001	6600000	0.6711773438752144	58
EUR	USA	dirofilaria_immitis_chrX	6500001	6600000	0.4484448339709952	58
AUS	USA	dirofilaria_immitis_chrX	6500001	6600000	0.3368298976873575	58
AUS	CENAM	dirofilaria_immitis_chrX	6500001	6600000	0.4507306081317105	58
AUS	CENAM	dirofilaria_immitis_chrX	6600001	6700000	0.4046079591782859	45
AUS	ASIA	dirofilaria_immitis_chrX	6600001	6700000	0.0832941767975757	45
CENAM	USA	dirofilaria_immitis_chrX	6600001	6700000	0.2576696464004731	45
EUR	ASIA	dirofilaria_immitis_chrX	6600001	6700000	0.85837843305852	45
EUR	CENAM	dirofilaria_immitis_chrX	6600001	6700000	0.3700522778192682	45
AUS	USA	dirofilaria_immitis_chrX	6600001	6700000	0.3867413319634541	45
AUS	EUR	dirofilaria_immitis_chrX	6600001	6700000	0.4578961928619914	45
ASIA	CENAM	dirofilaria_immitis_chrX	6600001	6700000	0.7739750573394494	45
EUR	USA	dirofilaria_immitis_chrX	6600001	6700000	0.3741251804143041	45
ASIA	USA	dirofilaria_immitis_chrX	6600001	6700000	0.4405440516483081	45
EUR	ASIA	dirofilaria_immitis_chrX	6700001	6800000	0.8636442936577512	50
AUS	CENAM	dirofilaria_immitis_chrX	6700001	6800000	0.360860220063682	50
AUS	USA	dirofilaria_immitis_chrX	6700001	6800000	0.2613224170221053	50
ASIA	USA	dirofilaria_immitis_chrX	6700001	6800000	0.3249971535717882	50
EUR	CENAM	dirofilaria_immitis_chrX	6700001	6800000	0.2382635601229709	50
AUS	EUR	dirofilaria_immitis_chrX	6700001	6800000	0.4100591861505775	50
AUS	ASIA	dirofilaria_immitis_chrX	6700001	6800000	0.0688165151027164	50
CENAM	USA	dirofilaria_immitis_chrX	6700001	6800000	0.3147913636263905	50
EUR	USA	dirofilaria_immitis_chrX	6700001	6800000	0.4403216407604723	50
ASIA	CENAM	dirofilaria_immitis_chrX	6700001	6800000	0.5515202536820266	50
AUS	CENAM	dirofilaria_immitis_chrX	6800001	6900000	0.2600278689815747	46
AUS	USA	dirofilaria_immitis_chrX	6800001	6900000	0.2680220998160206	46
EUR	USA	dirofilaria_immitis_chrX	6800001	6900000	0.410534649246312	46
ASIA	USA	dirofilaria_immitis_chrX	6800001	6900000	0.3697829684202243	46
CENAM	USA	dirofilaria_immitis_chrX	6800001	6900000	0.2498867360819201	46
AUS	ASIA	dirofilaria_immitis_chrX	6800001	6900000	0.0786961093260122	46
ASIA	CENAM	dirofilaria_immitis_chrX	6800001	6900000	0.561079429745289	46
EUR	ASIA	dirofilaria_immitis_chrX	6800001	6900000	0.7723838967950856	46
EUR	CENAM	dirofilaria_immitis_chrX	6800001	6900000	0.1266593358708856	46
AUS	EUR	dirofilaria_immitis_chrX	6800001	6900000	0.3004403864040874	46
AUS	EUR	dirofilaria_immitis_chrX	6900001	7000000	0.1737684123627509	54
ASIA	CENAM	dirofilaria_immitis_chrX	6900001	7000000	0.5929938896942445	54
AUS	ASIA	dirofilaria_immitis_chrX	6900001	7000000	0.0717460402952268	54
EUR	ASIA	dirofilaria_immitis_chrX	6900001	7000000	0.7076516614165228	54
CENAM	USA	dirofilaria_immitis_chrX	6900001	7000000	0.1728096034423066	54
EUR	CENAM	dirofilaria_immitis_chrX	6900001	7000000	0.2364234820575212	54
AUS	CENAM	dirofilaria_immitis_chrX	6900001	7000000	0.196000186285057	54
AUS	USA	dirofilaria_immitis_chrX	6900001	7000000	0.2155214758741407	54
EUR	USA	dirofilaria_immitis_chrX	6900001	7000000	0.2137150623890754	54
ASIA	USA	dirofilaria_immitis_chrX	6900001	7000000	0.3539514531164387	54
AUS	CENAM	dirofilaria_immitis_chrX	7000001	7100000	0.1644728556506395	58
AUS	USA	dirofilaria_immitis_chrX	7000001	7100000	0.2208802778701143	58
EUR	CENAM	dirofilaria_immitis_chrX	7000001	7100000	0.1284824428126751	58
EUR	USA	dirofilaria_immitis_chrX	7000001	7100000	0.4269435587523484	58
ASIA	CENAM	dirofilaria_immitis_chrX	7000001	7100000	0.4016544985897626	58
ASIA	USA	dirofilaria_immitis_chrX	7000001	7100000	0.3587072706993396	58
AUS	ASIA	dirofilaria_immitis_chrX	7000001	7100000	0.0672539443722721	58
AUS	EUR	dirofilaria_immitis_chrX	7000001	7100000	0.2495837478616854	58
CENAM	USA	dirofilaria_immitis_chrX	7000001	7100000	0.2440254027471301	58
EUR	ASIA	dirofilaria_immitis_chrX	7000001	7100000	0.8733064047912994	58
CENAM	USA	dirofilaria_immitis_chrX	7100001	7200000	0.2341312501869797	75
ASIA	USA	dirofilaria_immitis_chrX	7100001	7200000	0.2853422985473464	75
ASIA	CENAM	dirofilaria_immitis_chrX	7100001	7200000	0.1210653753026634	75
EUR	USA	dirofilaria_immitis_chrX	7100001	7200000	0.3308960466191525	75
EUR	CENAM	dirofilaria_immitis_chrX	7100001	7200000	0.1870621295121191	75
AUS	CENAM	dirofilaria_immitis_chrX	7100001	7200000	0.0791443552266998	75
AUS	USA	dirofilaria_immitis_chrX	7100001	7200000	0.2243789348150799	75
AUS	EUR	dirofilaria_immitis_chrX	7100001	7200000	0.1175608775406985	75
AUS	ASIA	dirofilaria_immitis_chrX	7100001	7200000	0.0824078357562405	75
EUR	ASIA	dirofilaria_immitis_chrX	7100001	7200000	0.0848191289385607	75
EUR	ASIA	dirofilaria_immitis_chrX	7200001	7300000	0.8970588235294117	59
EUR	USA	dirofilaria_immitis_chrX	7200001	7300000	0.3507549006195527	59
CENAM	USA	dirofilaria_immitis_chrX	7200001	7300000	0.2368649560977424	59
ASIA	USA	dirofilaria_immitis_chrX	7200001	7300000	0.3760274780528343	59
AUS	ASIA	dirofilaria_immitis_chrX	7200001	7300000	0.0733863262888772	59
AUS	EUR	dirofilaria_immitis_chrX	7200001	7300000	0.1634691859668128	59
EUR	CENAM	dirofilaria_immitis_chrX	7200001	7300000	0.2246381435165778	59
AUS	CENAM	dirofilaria_immitis_chrX	7200001	7300000	0.1291230323643244	59
AUS	USA	dirofilaria_immitis_chrX	7200001	7300000	0.2230212440877978	59
ASIA	CENAM	dirofilaria_immitis_chrX	7200001	7300000	0.3105415932716401	59
CENAM	USA	dirofilaria_immitis_chrX	7300001	7400000	0.2267753557390896	63
ASIA	USA	dirofilaria_immitis_chrX	7300001	7400000	0.3807806751417917	63
AUS	ASIA	dirofilaria_immitis_chrX	7300001	7400000	0.0777274670903536	63
AUS	EUR	dirofilaria_immitis_chrX	7300001	7400000	0.2205114810949474	63
EUR	ASIA	dirofilaria_immitis_chrX	7300001	7400000	0.8970588235294117	63
AUS	USA	dirofilaria_immitis_chrX	7300001	7400000	0.274261789187892	63
ASIA	CENAM	dirofilaria_immitis_chrX	7300001	7400000	0.3501636790043704	63
EUR	USA	dirofilaria_immitis_chrX	7300001	7400000	0.4206737989960999	63
EUR	CENAM	dirofilaria_immitis_chrX	7300001	7400000	0.427011236532497	63
AUS	CENAM	dirofilaria_immitis_chrX	7300001	7400000	0.1436227344111022	63
AUS	ASIA	dirofilaria_immitis_chrX	7400001	7500000	0.0704599580065473	51
AUS	EUR	dirofilaria_immitis_chrX	7400001	7500000	0.1465719659859707	51
CENAM	USA	dirofilaria_immitis_chrX	7400001	7500000	0.1830880435154157	51
ASIA	USA	dirofilaria_immitis_chrX	7400001	7500000	0.3168884355779201	51
ASIA	CENAM	dirofilaria_immitis_chrX	7400001	7500000	0.5106687059649475	51
EUR	USA	dirofilaria_immitis_chrX	7400001	7500000	0.3173991538651728	51
EUR	CENAM	dirofilaria_immitis_chrX	7400001	7500000	0.5110020804911906	51
AUS	CENAM	dirofilaria_immitis_chrX	7400001	7500000	0.2391765367556469	51
AUS	USA	dirofilaria_immitis_chrX	7400001	7500000	0.231414863365503	51
EUR	ASIA	dirofilaria_immitis_chrX	7400001	7500000	0.8912783751493429	51
AUS	USA	dirofilaria_immitis_chrX	7500001	7600000	0.1909847365147341	63
AUS	CENAM	dirofilaria_immitis_chrX	7500001	7600000	0.1590940701315764	63
AUS	ASIA	dirofilaria_immitis_chrX	7500001	7600000	0.0666516272945047	63
AUS	EUR	dirofilaria_immitis_chrX	7500001	7600000	0.1069170564933853	63
EUR	USA	dirofilaria_immitis_chrX	7500001	7600000	0.2739530474588302	63
ASIA	CENAM	dirofilaria_immitis_chrX	7500001	7600000	0.3046460402151469	63
EUR	CENAM	dirofilaria_immitis_chrX	7500001	7600000	0.4202966434803434	63
EUR	ASIA	dirofilaria_immitis_chrX	7500001	7600000	0.1314177732035295	63
ASIA	USA	dirofilaria_immitis_chrX	7500001	7600000	0.2115588959560267	63
CENAM	USA	dirofilaria_immitis_chrX	7500001	7600000	0.1749549346903691	63
ASIA	USA	dirofilaria_immitis_chrX	7600001	7700000	0.1340694912322175	56
CENAM	USA	dirofilaria_immitis_chrX	7600001	7700000	0.1427804737855376	56
ASIA	CENAM	dirofilaria_immitis_chrX	7600001	7700000	0.305500735584341	56
EUR	USA	dirofilaria_immitis_chrX	7600001	7700000	0.1761392639832202	56
EUR	CENAM	dirofilaria_immitis_chrX	7600001	7700000	0.3924037427554325	56
EUR	ASIA	dirofilaria_immitis_chrX	7600001	7700000	NA	56
AUS	EUR	dirofilaria_immitis_chrX	7600001	7700000	0.1037233857465916	56
AUS	ASIA	dirofilaria_immitis_chrX	7600001	7700000	0.0646658459111972	56
AUS	CENAM	dirofilaria_immitis_chrX	7600001	7700000	0.1484390161433976	56
AUS	USA	dirofilaria_immitis_chrX	7600001	7700000	0.1589209552543386	56
AUS	ASIA	dirofilaria_immitis_chrX	7700001	7800000	0.0615466885241948	55
AUS	EUR	dirofilaria_immitis_chrX	7700001	7800000	0.2787919598059125	55
AUS	USA	dirofilaria_immitis_chrX	7700001	7800000	0.1784402239600198	55
AUS	CENAM	dirofilaria_immitis_chrX	7700001	7800000	0.1096538854149127	55
CENAM	USA	dirofilaria_immitis_chrX	7700001	7800000	0.1454603563516021	55
ASIA	USA	dirofilaria_immitis_chrX	7700001	7800000	0.2111293649869537	55
EUR	USA	dirofilaria_immitis_chrX	7700001	7800000	0.3734087282400435	55
ASIA	CENAM	dirofilaria_immitis_chrX	7700001	7800000	0.1498576253228263	55
EUR	ASIA	dirofilaria_immitis_chrX	7700001	7800000	0.8970588235294117	55
EUR	CENAM	dirofilaria_immitis_chrX	7700001	7800000	0.3838028169014084	55
AUS	EUR	dirofilaria_immitis_chrX	7800001	7900000	0.3397009575690886	69
AUS	ASIA	dirofilaria_immitis_chrX	7800001	7900000	0.0816874074911729	69
AUS	USA	dirofilaria_immitis_chrX	7800001	7900000	0.2243846672005293	69
AUS	CENAM	dirofilaria_immitis_chrX	7800001	7900000	0.2845273305607468	69
EUR	CENAM	dirofilaria_immitis_chrX	7800001	7900000	0.3101916692350006	69
EUR	ASIA	dirofilaria_immitis_chrX	7800001	7900000	0.8610075725029993	69
ASIA	USA	dirofilaria_immitis_chrX	7800001	7900000	0.3754906472627665	69
CENAM	USA	dirofilaria_immitis_chrX	7800001	7900000	0.0820105839568389	69
EUR	USA	dirofilaria_immitis_chrX	7800001	7900000	0.2536008948662159	69
ASIA	CENAM	dirofilaria_immitis_chrX	7800001	7900000	0.7124871508772544	69
ASIA	CENAM	dirofilaria_immitis_chrX	7900001	8000000	0.3045117830047221	69
EUR	USA	dirofilaria_immitis_chrX	7900001	8000000	0.209272383140169	69
AUS	USA	dirofilaria_immitis_chrX	7900001	8000000	0.1563356653340862	69
AUS	CENAM	dirofilaria_immitis_chrX	7900001	8000000	0.1220360955591309	69
CENAM	USA	dirofilaria_immitis_chrX	7900001	8000000	0.1742045711650806	69
ASIA	USA	dirofilaria_immitis_chrX	7900001	8000000	0.1933447873775681	69
EUR	ASIA	dirofilaria_immitis_chrX	7900001	8000000	0.8970588235294117	69
EUR	CENAM	dirofilaria_immitis_chrX	7900001	8000000	0.1865030987400095	69
AUS	ASIA	dirofilaria_immitis_chrX	7900001	8000000	0.0700295849324062	69
AUS	EUR	dirofilaria_immitis_chrX	7900001	8000000	0.1735818502838383	69
ASIA	USA	dirofilaria_immitis_chrX	8000001	8100000	0.4113225443033254	47
CENAM	USA	dirofilaria_immitis_chrX	8000001	8100000	0.2687606557405586	47
EUR	CENAM	dirofilaria_immitis_chrX	8000001	8100000	0.240320743110684	47
EUR	ASIA	dirofilaria_immitis_chrX	8000001	8100000	0.8946300099488543	47
AUS	CENAM	dirofilaria_immitis_chrX	8000001	8100000	0.2554752810484975	47
AUS	USA	dirofilaria_immitis_chrX	8000001	8100000	0.2292454539373795	47
AUS	EUR	dirofilaria_immitis_chrX	8000001	8100000	0.2773585151167984	47
AUS	ASIA	dirofilaria_immitis_chrX	8000001	8100000	0.0822781267080267	47
EUR	USA	dirofilaria_immitis_chrX	8000001	8100000	0.2752602620667666	47
ASIA	CENAM	dirofilaria_immitis_chrX	8000001	8100000	0.4941538679375846	47
AUS	EUR	dirofilaria_immitis_chrX	8100001	8200000	0.3684422710895968	55
AUS	ASIA	dirofilaria_immitis_chrX	8100001	8200000	0.0654998060523925	55
ASIA	USA	dirofilaria_immitis_chrX	8100001	8200000	0.2566700402133162	55
CENAM	USA	dirofilaria_immitis_chrX	8100001	8200000	0.1996380635909421	55
EUR	USA	dirofilaria_immitis_chrX	8100001	8200000	0.3612520641476475	55
ASIA	CENAM	dirofilaria_immitis_chrX	8100001	8200000	0.3759415846209115	55
EUR	ASIA	dirofilaria_immitis_chrX	8100001	8200000	0.8828932644945828	55
EUR	CENAM	dirofilaria_immitis_chrX	8100001	8200000	0.30200587200139	55
AUS	USA	dirofilaria_immitis_chrX	8100001	8200000	0.1934019409029167	55
AUS	CENAM	dirofilaria_immitis_chrX	8100001	8200000	0.197188851257391	55
AUS	ASIA	dirofilaria_immitis_chrX	8200001	8300000	0.0736237919020725	53
AUS	EUR	dirofilaria_immitis_chrX	8200001	8300000	0.2108964893771907	53
EUR	ASIA	dirofilaria_immitis_chrX	8200001	8300000	0.686095738738683	53
EUR	CENAM	dirofilaria_immitis_chrX	8200001	8300000	0.1897702109333853	53
AUS	CENAM	dirofilaria_immitis_chrX	8200001	8300000	0.1730185767915331	53
AUS	USA	dirofilaria_immitis_chrX	8200001	8300000	0.2368856694518861	53
CENAM	USA	dirofilaria_immitis_chrX	8200001	8300000	0.1961621259797259	53
ASIA	USA	dirofilaria_immitis_chrX	8200001	8300000	0.3669981903614279	53
EUR	USA	dirofilaria_immitis_chrX	8200001	8300000	0.239190997238968	53
ASIA	CENAM	dirofilaria_immitis_chrX	8200001	8300000	0.4804246213434387	53
AUS	EUR	dirofilaria_immitis_chrX	8300001	8400000	0.2335945817308718	92
AUS	ASIA	dirofilaria_immitis_chrX	8300001	8400000	0.0870383841954523	92
AUS	CENAM	dirofilaria_immitis_chrX	8300001	8400000	0.2223284343983913	92
AUS	USA	dirofilaria_immitis_chrX	8300001	8400000	0.1959428276404697	92
ASIA	USA	dirofilaria_immitis_chrX	8300001	8400000	0.2132207313504893	92
CENAM	USA	dirofilaria_immitis_chrX	8300001	8400000	0.180321038005705	92
EUR	ASIA	dirofilaria_immitis_chrX	8300001	8400000	0.4268969721224412	92
EUR	USA	dirofilaria_immitis_chrX	8300001	8400000	0.2020015195628583	92
ASIA	CENAM	dirofilaria_immitis_chrX	8300001	8400000	0.4170847782242607	92
EUR	CENAM	dirofilaria_immitis_chrX	8300001	8400000	0.2467669295486977	92
ASIA	CENAM	dirofilaria_immitis_chrX	8400001	8500000	0.5543340679284354	79
CENAM	USA	dirofilaria_immitis_chrX	8400001	8500000	0.3435268374577295	79
AUS	USA	dirofilaria_immitis_chrX	8400001	8500000	0.2104702114609197	79
ASIA	USA	dirofilaria_immitis_chrX	8400001	8500000	0.2474128839035776	79
EUR	USA	dirofilaria_immitis_chrX	8400001	8500000	0.211631779279858	79
EUR	ASIA	dirofilaria_immitis_chrX	8400001	8500000	0.592731758336837	79
AUS	EUR	dirofilaria_immitis_chrX	8400001	8500000	0.4236033521152223	79
EUR	CENAM	dirofilaria_immitis_chrX	8400001	8500000	0.484317106203792	79
AUS	CENAM	dirofilaria_immitis_chrX	8400001	8500000	0.5112829239716112	79
AUS	ASIA	dirofilaria_immitis_chrX	8400001	8500000	0.107404768722252	79
AUS	ASIA	dirofilaria_immitis_chrX	8500001	8600000	0.2786777413064463	53
AUS	CENAM	dirofilaria_immitis_chrX	8500001	8600000	0.7832808001582936	53
ASIA	CENAM	dirofilaria_immitis_chrX	8500001	8600000	0.7496027573848726	53
AUS	EUR	dirofilaria_immitis_chrX	8500001	8600000	0.8565069264826005	53
EUR	USA	dirofilaria_immitis_chrX	8500001	8600000	0.4136395108908717	53
ASIA	USA	dirofilaria_immitis_chrX	8500001	8600000	0.3344082522291506	53
AUS	USA	dirofilaria_immitis_chrX	8500001	8600000	0.4299282181418006	53
EUR	ASIA	dirofilaria_immitis_chrX	8500001	8600000	0.8904311267682063	53
EUR	CENAM	dirofilaria_immitis_chrX	8500001	8600000	0.0415442471900059	53
CENAM	USA	dirofilaria_immitis_chrX	8500001	8600000	0.3219966948467394	53
AUS	USA	dirofilaria_immitis_chrX	8600001	8700000	0.2513534188369471	62
AUS	CENAM	dirofilaria_immitis_chrX	8600001	8700000	0.3896424397861633	62
ASIA	USA	dirofilaria_immitis_chrX	8600001	8700000	0.3262750593289483	62
ASIA	CENAM	dirofilaria_immitis_chrX	8600001	8700000	0.616558425820539	62
EUR	USA	dirofilaria_immitis_chrX	8600001	8700000	0.2992426561576519	62
EUR	CENAM	dirofilaria_immitis_chrX	8600001	8700000	0.19015140602326	62
AUS	EUR	dirofilaria_immitis_chrX	8600001	8700000	0.4985633104379628	62
AUS	ASIA	dirofilaria_immitis_chrX	8600001	8700000	0.0988474866671156	62
CENAM	USA	dirofilaria_immitis_chrX	8600001	8700000	0.1835701642380996	62
EUR	ASIA	dirofilaria_immitis_chrX	8600001	8700000	0.8390817893866833	62
AUS	EUR	dirofilaria_immitis_chrX	8700001	8800000	0.4166636654044724	73
AUS	ASIA	dirofilaria_immitis_chrX	8700001	8800000	0.1667840025888172	73
AUS	CENAM	dirofilaria_immitis_chrX	8700001	8800000	0.1983012532975106	73
AUS	USA	dirofilaria_immitis_chrX	8700001	8800000	0.1882709732161785	73
ASIA	CENAM	dirofilaria_immitis_chrX	8700001	8800000	0.4426923076923076	73
EUR	USA	dirofilaria_immitis_chrX	8700001	8800000	0.3341494598794474	73
EUR	CENAM	dirofilaria_immitis_chrX	8700001	8800000	0.3923136927959836	73
EUR	ASIA	dirofilaria_immitis_chrX	8700001	8800000	0.768236073283144	73
CENAM	USA	dirofilaria_immitis_chrX	8700001	8800000	0.2001660318262473	73
ASIA	USA	dirofilaria_immitis_chrX	8700001	8800000	0.2340388885730571	73
CENAM	USA	dirofilaria_immitis_chrX	8800001	8900000	0.2038461322797595	71
ASIA	USA	dirofilaria_immitis_chrX	8800001	8900000	0.1905136809471854	71
AUS	EUR	dirofilaria_immitis_chrX	8800001	8900000	0.4092856819818765	71
AUS	ASIA	dirofilaria_immitis_chrX	8800001	8900000	0.1089448656683915	71
AUS	CENAM	dirofilaria_immitis_chrX	8800001	8900000	0.264987885430486	71
AUS	USA	dirofilaria_immitis_chrX	8800001	8900000	0.1798813798664504	71
EUR	CENAM	dirofilaria_immitis_chrX	8800001	8900000	0.3850947872088265	71
EUR	ASIA	dirofilaria_immitis_chrX	8800001	8900000	0.9185135437653906	71
EUR	USA	dirofilaria_immitis_chrX	8800001	8900000	0.2745067089561285	71
ASIA	CENAM	dirofilaria_immitis_chrX	8800001	8900000	0.4262893211036767	71
ASIA	CENAM	dirofilaria_immitis_chrX	8900001	9000000	0.6116536109024573	73
CENAM	USA	dirofilaria_immitis_chrX	8900001	9000000	0.2238995868986993	73
AUS	EUR	dirofilaria_immitis_chrX	8900001	9000000	0.3848231043308931	73
AUS	ASIA	dirofilaria_immitis_chrX	8900001	9000000	0.1141045306681073	73
AUS	CENAM	dirofilaria_immitis_chrX	8900001	9000000	0.2942221563096808	73
AUS	USA	dirofilaria_immitis_chrX	8900001	9000000	0.210050680850645	73
EUR	ASIA	dirofilaria_immitis_chrX	8900001	9000000	0.8929205200832679	73
EUR	CENAM	dirofilaria_immitis_chrX	8900001	9000000	0.21156502224093	73
EUR	USA	dirofilaria_immitis_chrX	8900001	9000000	0.3114543543674504	73
ASIA	USA	dirofilaria_immitis_chrX	8900001	9000000	0.3114615031309604	73
AUS	ASIA	dirofilaria_immitis_chrX	9000001	9100000	0.1216620274291978	76
EUR	USA	dirofilaria_immitis_chrX	9000001	9100000	0.2858220061705803	76
ASIA	CENAM	dirofilaria_immitis_chrX	9000001	9100000	0.5619784100014984	76
ASIA	USA	dirofilaria_immitis_chrX	9000001	9100000	0.2719430661496994	76
CENAM	USA	dirofilaria_immitis_chrX	9000001	9100000	0.2292547151215611	76
AUS	CENAM	dirofilaria_immitis_chrX	9000001	9100000	0.3152724931806365	76
EUR	ASIA	dirofilaria_immitis_chrX	9000001	9100000	0.831707491323398	76
AUS	EUR	dirofilaria_immitis_chrX	9000001	9100000	0.4189181893603459	76
EUR	CENAM	dirofilaria_immitis_chrX	9000001	9100000	0.3284063241091859	76
AUS	USA	dirofilaria_immitis_chrX	9000001	9100000	0.2370614674832822	76
AUS	USA	dirofilaria_immitis_chrX	9100001	9200000	0.3002613946822688	91
AUS	ASIA	dirofilaria_immitis_chrX	9100001	9200000	0.1205972187164442	91
AUS	EUR	dirofilaria_immitis_chrX	9100001	9200000	0.5103545108142069	91
ASIA	USA	dirofilaria_immitis_chrX	9100001	9200000	0.4390218449030046	91
ASIA	CENAM	dirofilaria_immitis_chrX	9100001	9200000	0.7645408927247282	91
AUS	CENAM	dirofilaria_immitis_chrX	9100001	9200000	0.4608424571252384	91
CENAM	USA	dirofilaria_immitis_chrX	9100001	9200000	0.3017605609284653	91
EUR	ASIA	dirofilaria_immitis_chrX	9100001	9200000	0.8813164539457965	91
EUR	CENAM	dirofilaria_immitis_chrX	9100001	9200000	0.1732846137935752	91
EUR	USA	dirofilaria_immitis_chrX	9100001	9200000	0.3485000187022049	91
AUS	ASIA	dirofilaria_immitis_chrX	9200001	9300000	0.1379473224560335	89
AUS	EUR	dirofilaria_immitis_chrX	9200001	9300000	0.4583972341025436	89
ASIA	USA	dirofilaria_immitis_chrX	9200001	9300000	0.3316872220471255	89
ASIA	CENAM	dirofilaria_immitis_chrX	9200001	9300000	0.6341816145700513	89
AUS	USA	dirofilaria_immitis_chrX	9200001	9300000	0.2374259325995532	89
AUS	CENAM	dirofilaria_immitis_chrX	9200001	9300000	0.3674818213533936	89
EUR	USA	dirofilaria_immitis_chrX	9200001	9300000	0.3776879558890976	89
EUR	CENAM	dirofilaria_immitis_chrX	9200001	9300000	0.1584912841170461	89
CENAM	USA	dirofilaria_immitis_chrX	9200001	9300000	0.2828028032905891	89
EUR	ASIA	dirofilaria_immitis_chrX	9200001	9300000	0.8483333526374544	89
CENAM	USA	dirofilaria_immitis_chrX	9300001	9400000	0.2338694013522419	70
EUR	CENAM	dirofilaria_immitis_chrX	9300001	9400000	0.09386292024398	70
EUR	ASIA	dirofilaria_immitis_chrX	9300001	9400000	0.8669715221099326	70
AUS	USA	dirofilaria_immitis_chrX	9300001	9400000	0.2137021619880749	70
AUS	CENAM	dirofilaria_immitis_chrX	9300001	9400000	0.3993846749848693	70
AUS	EUR	dirofilaria_immitis_chrX	9300001	9400000	0.4532151380351538	70
AUS	ASIA	dirofilaria_immitis_chrX	9300001	9400000	0.1103428790642367	70
EUR	USA	dirofilaria_immitis_chrX	9300001	9400000	0.3643789026148142	70
ASIA	CENAM	dirofilaria_immitis_chrX	9300001	9400000	0.6214564243949565	70
ASIA	USA	dirofilaria_immitis_chrX	9300001	9400000	0.3014104945759705	70
AUS	ASIA	dirofilaria_immitis_chrX	9400001	9500000	0.0909545802075141	96
ASIA	CENAM	dirofilaria_immitis_chrX	9400001	9500000	0.502402984004017	96
AUS	EUR	dirofilaria_immitis_chrX	9400001	9500000	0.4727689561724304	96
AUS	CENAM	dirofilaria_immitis_chrX	9400001	9500000	0.3792253870150692	96
EUR	USA	dirofilaria_immitis_chrX	9400001	9500000	0.316655009298403	96
ASIA	USA	dirofilaria_immitis_chrX	9400001	9500000	0.2616957353493517	96
CENAM	USA	dirofilaria_immitis_chrX	9400001	9500000	0.2289167798070325	96
EUR	CENAM	dirofilaria_immitis_chrX	9400001	9500000	0.1097742538632636	96
AUS	USA	dirofilaria_immitis_chrX	9400001	9500000	0.289959154635917	96
EUR	ASIA	dirofilaria_immitis_chrX	9400001	9500000	0.8589637679712567	96
AUS	USA	dirofilaria_immitis_chrX	9500001	9600000	0.4072540900086793	12
EUR	USA	dirofilaria_immitis_chrX	9500001	9600000	0.2998010885452343	12
AUS	ASIA	dirofilaria_immitis_chrX	9500001	9600000	0.1588734618568812	12
ASIA	USA	dirofilaria_immitis_chrX	9500001	9600000	0.294124220648165	12
EUR	CENAM	dirofilaria_immitis_chrX	9500001	9600000	0.2545342376885497	12
EUR	ASIA	dirofilaria_immitis_chrX	9500001	9600000	0.8670562454346238	12
AUS	CENAM	dirofilaria_immitis_chrX	9500001	9600000	0.7403221576773376	12
AUS	EUR	dirofilaria_immitis_chrX	9500001	9600000	0.7658586514669707	12
CENAM	USA	dirofilaria_immitis_chrX	9500001	9600000	0.2819775095561816	12
